Species,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24
Filobacillus milosensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
Fredinandcohnia humi,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fructilactobacillus fructivorans,0,0,0,0,0,0,0,10,0,0,0,1,0,6,0,0,0,0,0,1,0,1,3,1
Fructilactobacillus lindneri,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geobacillus jurassicus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gottfriedia solisilvae,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,42,23,32
Gracilibacillus xinjiangensis,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granulicatella balaenopterae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,1
Halalkalibacter wakoensis,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Halobacillus aidingensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Halobacillus campisalis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halobacillus faecis,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Halobacillus locisalis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Halolactibacillus halophilus,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Halopseudomonas formosensis,0,0,0,0,0,0,0,139,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Halopseudomonas salina,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heyndrickxia camelliae,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heyndrickxia ginsengihumi,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,8
Heyndrickxia oleronia,0,0,0,0,0,0,0,68,0,0,0,1,0,21,0,0,0,0,0,0,0,2,2,0
Heyndrickxia shackletonii,0,0,0,0,0,0,0,68,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
Hutsoniella sourekii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4
Hydrogenophaga laconesensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrogenophilus hirschii,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Hylemonella gracilis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiicoccus explosivorum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janthinobacterium lividum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jeotgalibaca dankookensis,0,0,0,0,0,0,0,11,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Jeotgalibaca porci,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
Jeotgalibacillus malaysiensis,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
Jeotgalibacillus marinus,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,2
Jeotgalibacillus salarius,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,23,20,22
Jeotgalibacillus terrae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kaistella anthropi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaistella haifensis,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaistella montana,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurthia zopfii,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,2,1,0,4,2,3
Lacticaseibacillus brantae,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1
Lacticaseibacillus casei,0,0,0,0,0,0,0,8,0,0,0,0,1,5,0,0,0,0,1,1,1,0,0,0
Lacticaseibacillus manihotivorans,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0
Lacticaseibacillus saniviri,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,4,0,0,5,3,4
Lactiplantibacillus fabifermentans,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,2
Lactobacillus jensenii,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Latilactobacillus graminis,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,1,0,0,0,2,2,5,2
Lederbergia galactosidilytica,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0
Lederbergia lenta,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,18,22,17
Lederbergia wuyishanensis,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,7,5,2
Lentibacillus salicampi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lentilactobacillus curieae,0,0,0,0,0,0,0,13,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0
Lentilactobacillus farraginis,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lentilactobacillus kisonensis,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lentilactobacillus parafarraginis,0,0,0,0,0,0,0,16,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0
Lentilactobacillus rapi,0,0,0,0,0,0,0,4,0,0,0,2,0,4,0,0,0,0,0,0,0,4,2,2
Lentilactobacillus sunkii,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Levilactobacillus namurensis,0,0,0,0,0,0,0,1,1,0,0,4,0,1,1,0,0,0,1,1,1,0,0,0
Ligilactobacillus animalis,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ligilactobacillus araffinosus,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0
Ligilactobacillus ceti,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ligilactobacillus murinus,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,7
Ligilactobacillus ruminis,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Ligilactobacillus saerimneri,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
Limosilactobacillus equigenerosi,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus fermentum,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,1,0,0,7,0,0,0,0
Limosilactobacillus gastricus,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Limosilactobacillus gorillae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liquorilactobacillus capillatus,0,0,0,0,0,0,0,35,1,0,0,6,0,9,0,0,1,0,0,2,0,0,1,1
Liquorilactobacillus mali,0,0,0,0,0,0,0,16,0,0,0,2,0,7,0,0,0,0,0,0,8,4,2,5
Liquorilactobacillus nagelii,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Liquorilactobacillus oeni,0,0,0,0,0,0,0,21,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Liquorilactobacillus satsumensis,0,0,0,0,0,0,0,20,0,0,0,0,0,12,0,0,1,0,0,0,0,2,2,0
Listeria fleischmannii,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Listeria grayi,0,0,0,0,0,0,0,35,0,0,0,0,0,10,0,0,0,0,0,0,0,17,14,14
Listeria innocua,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,2
Listeria ivanovii,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,8,4,3
Listeria monocytogenes,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1
Listeria rocourtiae,0,0,0,0,0,0,0,34,0,0,0,0,0,9,0,0,0,0,0,0,0,8,5,5
Listeria seeligeri,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6
Listeria weihenstephanensis,0,0,0,0,0,0,0,62,0,0,0,0,0,22,0,0,0,0,0,0,0,4,2,5
Listeria welshimeri,0,0,0,0,0,0,0,16,0,0,0,1,0,7,0,0,0,0,0,7,0,30,14,16
Loigolactobacillus bifermentans,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Loigolactobacillus coryniformis,0,0,0,0,0,0,0,116,0,0,0,0,0,46,0,0,0,0,1,1,0,6,2,5
Loigolactobacillus iwatensis,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1
Lottiidibacillus patelloidae,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,1
Lysinibacillus fusiformis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,3
Lysinibacillus sphaericus,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,40,36,38
Macrococcoides caseolyticum,0,0,0,0,0,0,0,78,0,0,0,0,0,20,0,0,0,0,0,0,0,249,198,218
Macrococcoides goetzii,0,0,0,0,0,0,0,39,0,0,0,0,0,20,0,0,0,0,0,0,0,8,6,7
Macrococcus carouselicus,0,0,0,0,0,0,0,37,0,0,0,0,0,9,0,0,0,0,1,0,0,1,0,2
Macrococcus hajekii,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,79,51,56
Macrococcus lamae,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,17,12,5
Mammaliicoccus sciuri,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0,0,338,365,364
Marinilactibacillus piezotolerans,0,0,0,0,0,0,0,174,0,0,0,0,1,65,0,0,0,0,0,0,0,5,2,2
Marinilactibacillus psychrotolerans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Mesobacillus boroniphilus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesobacillus fermenti,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesobacillus foraminis,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Mesobacillus rigiliprofundi,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mesobacillus stamsii,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,4,5
Mesobacillus subterraneus,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Metabacillus fastidiosus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,56,46,47
Metabacillus galliciensis,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Metabacillus halosaccharovorans,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,12,7,10
Metabacillus herbersteinensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,22
Metabacillus idriensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
Metabacillus indicus,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2
Metabacillus iocasae,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,1
Metabacillus malikii,0,0,0,0,0,0,0,47,0,0,0,0,0,21,0,0,0,0,3,0,0,52,40,39
Methyloversatilis thermotolerans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neobacillus niacini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niallia circulans,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,18,25,23
Niallia nealsonii,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,0,0,0,0,1,0,28,24,24
Niallia oryzisoli,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,2
Novosphingobium arabidopsis,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novosphingobium aromaticivorans,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novosphingobium capsulatum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novosphingobium clariflavum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novosphingobium subterraneum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanobacillus caeni,0,0,0,0,0,0,0,36,0,0,0,0,0,20,0,0,0,0,0,0,0,15,17,11
Oceanobacillus kapialis,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oceanobacillus massiliensis,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,1,0,0,2,3,0
Oceanobacillus oncorhynchi,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3,9
Oceanobacillus rekensis,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,1,0,0,22,13,15
Ornithinibacillus californiensis,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,2
Paenibacillus koreensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus periandrae,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus piri,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Paenibacillus rigui,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenisporosarcina macmurdoensis,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,5
Pandoraea anapnoica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parageobacillus thermantarcticus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Paucilactobacillus wasatchensis,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediococcus acidilactici,0,0,0,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
Pediococcus cellicola,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediococcus damnosus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Peribacillus alkalitolerans,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
Peribacillus cavernae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peribacillus frigoritolerans,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peribacillus kribbensis,0,0,0,0,0,0,0,22,0,0,0,0,0,12,0,0,0,0,0,0,0,2,1,5
Peribacillus psychrosaccharolyticus,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,8,15,9
Peribacillus simplex,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,2,0,0,37,49,35
Planococcus chinensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planococcus dechangensis,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Planococcus faecalis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Planococcus kocurii,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,3,2,0
Planomicrobium alkanoclasticum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6
Pontibacillus halophilus,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,3
Pontibacillus salipaludis,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Priestia flexa,0,0,0,0,0,0,0,17,0,0,0,1,0,5,0,0,1,0,0,0,0,58,42,35
Priestia koreensis,0,0,0,0,0,0,0,13,0,0,0,0,0,6,0,0,1,0,0,0,0,4,3,3
Priestia paraflexa,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,54,57,58
Priestia qingshengii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2
Pseudalkalibacillus berkeleyi,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudalkalibacillus caeni,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0
Pseudalkalibacillus decolorationis,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Pseudomonas chengduensis,0,0,0,0,0,0,0,53,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas khazarica,0,0,0,0,0,0,0,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas lini,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas oleovorans,0,0,0,0,0,0,0,6,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychrobacillus psychrotolerans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Psychrobacter pacificensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pullulanibacillus naganoensis,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Pullulanibacillus pueri,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,28,34,32
Pullulanibacillus uraniitolerans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4
Rhodococcus qingshengii,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robertmurraya beringensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Robertmurraya korlensis,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,1
Robertmurraya kyonggiensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rossellomorea marisflavi,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Rummeliibacillus pycnus,0,0,0,0,0,0,0,52,0,0,0,0,0,13,0,0,0,0,0,1,0,81,76,67
Rummeliibacillus stabekisii,0,0,0,0,0,0,0,16,1,0,0,0,0,3,0,0,1,0,0,0,0,2,1,5
Saccharococcus thermophilus,0,0,0,0,0,0,0,35,0,0,0,0,0,17,0,0,0,0,0,0,0,4,5,4
Salibacterium salarium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salinicoccus kekensis,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,10,5,7
Salinicoccus roseus,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,7,6,10
Salirhabdus salicampi,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,41,40,30
Schleiferilactobacillus shenzhenensis,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scopulibacillus daqui,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,6
Scopulibacillus darangshiensis,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secundilactobacillus malefermentans,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Secundilactobacillus odoratitofui,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secundilactobacillus similis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shouchella lehensis,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siminovitchia acidinfaciens,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siminovitchia composti,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Siminovitchia fortis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siminovitchia terrae,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Solibacillus cecembensis,0,0,0,0,0,0,0,92,0,0,0,0,0,43,0,0,0,0,0,0,0,2,4,0
Solibacillus isronensis,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,8,0
Sphingopyxis bauzanensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporosarcina siberiensis,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Staphylococcus arlettae,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3
Staphylococcus devriesei,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,398,311,268
Staphylococcus edaphicus,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3
Staphylococcus felis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,46
Staphylococcus pettenkoferi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,43,28
Stenotrophomonas acidaminiphila,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sutcliffiella cohnii,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,16,10,7
Sutcliffiella zhanjiangensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Tenuibacillus halotolerans,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9
Terribacillus aidingensis,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0
Terribacillus saccharophilus,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,8,8,2
Terrilactibacillus laevilacticus,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,6,6,6
Tetragenococcus halophilus,0,0,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0
Tetragenococcus muriaticus,0,0,0,0,0,0,0,25,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Tetragenococcus osmophilus,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tetragenococcus solitarius,0,0,0,0,0,0,0,19,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Thalassobacillus hwangdonensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trichococcus alkaliphilus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichococcus collinsii,0,0,0,0,0,0,0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Trichococcus flocculiformis,0,0,0,0,0,0,0,62,0,0,0,1,0,18,0,0,0,0,4,0,0,3,2,1
Trichococcus ilyis,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Trichococcus shcherbakoviae,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,2
Ureibacillus terrenus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Ureibacillus thermophilus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vagococcus acidifermentans,0,0,0,0,0,0,0,24,0,0,0,0,0,11,0,0,0,0,2,0,0,1,0,1
Vagococcus entomophilus,0,0,0,0,0,0,0,28,0,0,0,0,0,22,0,0,0,0,0,1,0,20,6,19
Vagococcus fessus,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vagococcus fluvialis,0,0,0,0,0,0,0,160,0,0,0,0,0,66,0,0,0,0,3,1,1,4,0,1
Vagococcus humatus,0,0,0,0,0,0,0,113,1,0,0,0,0,31,0,0,2,0,0,0,0,0,0,0
Vagococcus penaei,0,0,0,0,0,0,0,495,2,0,0,3,0,199,1,0,1,0,2,0,0,5,5,2
Vagococcus salmoninarum,0,0,0,0,0,0,0,93,0,0,0,0,0,39,0,0,1,0,2,0,0,0,0,0
Virgibacillus kekensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Virgibacillus marismortui,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
Vulcaniibacterium thermophilum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella bombi,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,8,1,5
Weissella ceti,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Weissella kandleri,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella minor,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weissella oryzae,0,0,0,0,0,0,0,4,2,0,0,5,0,5,1,0,0,0,0,0,0,0,3,2
